Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,X1,X2,X3,X4,X5,X6,X7,X8,X9
0.45304103357731457,1,1,0.3881087427125825,0.5003899857058388,0,0.9158905522783221,0.4023641049187264,-2.2609623474659406,0.33824296548361904,0,0,1,0,0,0,0,0,0
-0.546579219477137,0,1,-1.2588349196319626,-1.1305925218648154,0,0.9158905522783221,0.4023641049187264,1.0717196435735659,-1.7090068906649578,0,0,0,0,0,1,0,0,0
0.41297186731563823,1,0,0.3881087427125825,0.3838912351650778,1,-0.319604988176874,0.4023641049187264,-0.5946213519461874,1.5065384393098362,0,1,0,0,0,0,0,0,0
-1.0709932200246903,0,1,-1.082376670095047,-0.955844396053674,0,0.9158905522783221,0.4023641049187264,-2.427596447017916,-0.6412242862208685,1,0,0,0,0,0,0,0,0
0.0727354380059656,1,0,-0.9059184205581314,-0.8393456455129129,1,-1.0256024398655574,-0.7744114448496039,-2.427596447017916,0.5675296171245471,1,0,0,0,0,0,0,0,0
-0.8530731929875032,0,1,-0.5530019214843004,-0.4316000186202494,0,0.9158905522783221,0.4023641049187264,-0.7612554514981626,-0.2323075397624111,0,1,0,0,0,0,0,0,0
-0.9971815979637075,0,1,-0.8470990040458263,-0.7228468949721519,0,-1.2021018027877284,-1.951186994617934,0.5718173449176399,-1.1604519072333188,0,0,0,1,0,0,0,0,0
-0.9339144933400081,1,1,-0.31772425543507965,-0.19860251753872732,0,-1.378601165709899,-1.951186994617934,1.0717196435735659,-0.7185418780532744,1,0,0,0,0,0,0,0,0
-0.8446375790376766,1,1,1.7997747390079069,1.898374992194971,0,0.9158905522783221,0.4023641049187264,0.4051832453656646,0.5388687856694311,0,1,0,0,0,0,0,0,0
0.444605419627488,0,1,0.1528310766633618,0.26739248462431675,0,0.9158905522783221,0.4023641049187264,0.07191504626171394,-0.3442847417265853,1,0,0,0,0,0,0,0,0
2.518360515626526,0,1,0.7410252417864136,0.8498862373281219,0,0.9158905522783221,-0.7744114448496039,0.7384514444696152,-0.2989606361696576,1,0,0,0,0,0,0,0,0
-0.8861126809576574,1,1,0.32928932620027734,0.4421406104354583,0,0.9158905522783221,0.4023641049187264,-0.5946213519461874,-0.578903641080093,1,0,0,0,0,0,0,0,0
-1.0274092146172529,1,0,0.21165049317566698,-1.4218393982167181,1,0.03339373766746772,0.4023641049187264,0.9050855440215906,0.6665094652893082,0,0,0,1,0,0,0,0,0
0.7918715272286828,1,0,1.0939417408602448,-0.8975950207832935,1,0.9158905522783221,0.4023641049187264,0.5718173449176399,1.7704847010825324,0,0,0,1,0,0,0,0,0
0.1950518402784512,0,1,-1.4352931691688782,-1.305340647675957,0,0.9158905522783221,0.4023641049187264,0.5718173449176399,-0.9741565027750648,1,0,0,0,0,0,0,0,0
0.064299824056139,0,1,-0.9059184205581314,-0.7810962702425325,0,-0.14310562525470313,0.4023641049187264,0.4051832453656646,-1.2454346051525582,1,0,0,0,0,0,0,0,0
-1.194012590126328,0,1,0.6822058252741084,0.7916368620577414,0,-0.4961043510990449,0.4023641049187264,0.4051832453656646,-0.17565240781625158,1,0,0,0,0,0,0,0,0
0.6344067334985863,1,1,-0.08244658938585893,0.03439498354279472,0,0.9158905522783221,0.4023641049187264,-0.5946213519461874,-1.0171477499577388,0,0,1,0,0,0,0,0,0
-0.6513214260208171,1,1,-1.082376670095047,-0.955844396053674,0,-1.2021018027877284,0.4023641049187264,-0.927889551050138,-1.0481414397871085,1,0,0,0,0,0,0,0,0
0.3897739289536151,0,1,0.7410252417864136,0.8498862373281219,0,-0.4961043510990449,0.4023641049187264,-0.2613531528422367,0.26359149750750294,1,0,0,0,0,0,0,0,0
-0.0439572216333023,1,1,1.7997747390079069,1.898374992194971,0,-1.2021018027877284,0.4023641049187264,1.0717196435735659,0.41289443345973514,1,0,0,0,0,0,0,0,0
1.3261270773843672,1,1,-1.0235572535827417,-0.8975950207832935,0,-1.0256024398655574,-0.7744114448496039,-2.427596447017916,-0.7282065770323252,0,0,0,0,1,0,0,0,0
-0.4812032113659808,0,0,1.0939417408602448,1.1411331136800245,1,0.9158905522783221,0.4023641049187264,0.5718173449176399,2.4051554850723336,0,0,0,0,0,1,0,0,0
